text;ref;nbg;datei;autor;subjekt;subjekt_type;kommentar_1;q_subjekt;subjekt_ref;prädikat;p_wert;p_ref;objekt;objekt_type;q_objekt;objekt_ref;zeit;q_zeit;kommentar_2;reihenfolge;lat;lon
Am 30 April 1858 wurde er, der mit so reichen Gaben ausgerüstete Diener seines Herrn, erst 45 Jahr alt, durch einen Herzschlag ganz plößlich seiner gesegneten Thätigkeit entrissen.;https://collections-mun-ca/digital/collection/nachrichten/id/21031/rec/219;NBG 1884;1884_stuhl_s_E-xml;sophie Ernestine suhl;Daniel Wilhelm Suhl;person;;Q123456940;https://www-wikidata-org/wiki/Q123456940;Sterbedatum;P570;https://www-wikidata-org/wiki/Property:P570;Sterbedatum;datum;30-04-1858;;;;;14-043;;
Lebenslauf des am 18 Februar 1875 heimgegangenen verwiiweten Bruders Johann Christian Breutel.;https://collections-mun-ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C-xml;Johann Christian Breutel;Johann Christian Breutel;person;;Q21415674;https://www-wikidata-org/wiki/Q21415674;Sterbedatum;P570;https://www-wikidata-org/wiki/Property:P570;Sterbedatum;datum;18-02-1875;;;;;15-001;;
"Am 6. August 1826 wurde unser erster sohn Carl Julius, am 11. November 1828 unser zweiter, John William und am 24. Juni 1830 unser dritter, Francis William geboren; Letztere gingen im noch nicht vollendeten ersten Lebensjahr heim.";https://collections-mun-ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C-xml;Johann Christian Breutel;Francis William Breutel;person;;Q135294861;https://www-wikidata-org/wiki/Q135294861;Sterbedatum;P570;https://www-wikidata-org/wiki/Property:P570;Sterbedatum;datum;1830;;;;;15-044;;
Im Jahr 1818 erhielt er an der ledigen schwester Anna Louise Wünsche eine treue Lebensgefährtin, die ihm aber nach sechsjähriger glücklicher Verbindung bei der Geburt eines söhnleins durch den Tod entrissen wurde.;https://collections-mun-ca/digital/collection/nachrichten/id/64736/rec/190;NBG 1855;1855_stein_J_J_F-xml;Johann Jürgen Friedrich stein;Anna Louise Wünsche;person;;Q135294666;https://www-wikidata-org/wiki/Q135294666;Sterbedatum;P570;https://www-wikidata-org/wiki/Property:P570;Sterbedatum;datum;1824;;;;;17-033;;
Nach dem Heimgang des lieben Bruders Teutsch, im Juli 1852, wurde er von der Unitätör Aeitesten . Conferenz als sein Nachfolger bestimmt und übernahm damit die Leitung der südafricanischen Mission.;https://collections-mun-ca/digital/collection/nachrichten/id/78136/rec/196;NBG 1861;1861_Kölbing_C_R-xml;Cart Rudolph Kölbing;Christian Ludwig Teutsch;person;;Q123463672;https://www-wikidata-org/wiki/Q123463672;Sterbedatum;P570;https://www-wikidata-org/wiki/Property:P570;Sterbedatum;datum;Juli 1852;;;;;13-040;;
Er brachte mehrere Kinder andrer Missionare und meine einzige schwester Justine mit, welche alle in Kleinwelke in die Missionsanstalten abgegeben wurden.;https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Justine Bonatz;person;;Q135295145;https://www-wikidata-org/wiki/Q135295145;besuchte Bildungseinrichtung;P69;https://www-wikidata-org/wiki/Property:P69;Missionsanstalten;organisation;Q20746152;https://www-wikidata-org/wiki/Q20746152;;;;01-040;;
Im Jahre 1823 kam ich nach Niesky in die Tischlerei des Brüderhaujes in die Lehre.;https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Johann Adolf Bonatz;person;;Q123396429;https://www-wikidata-org/wiki/Q123396429;besuchte Bildungseinrichtung;P69;https://www-wikidata-org/wiki/Property:P69;Tischlerei;organisation;Q2183679;https://www-wikidata-org/wiki/Q2183679;1823;P585;;01-047;;
Im Jahr . 1799 kam ich bei einem strumpfwirker⸗Meister in die Lehre.;https://collections-mun-ca/digital/collection/nachrichten/id/68219/rec/191;NBG 1856;1856_Lemmerz_J-xml;Johannes Lemmerz;Johannes Friedrich Lemmerz;person;;Q123420358;https://www-wikidata-org/wiki/Q123420358;besuchte Bildungseinrichtung;P69;https://www-wikidata-org/wiki/Property:P69;Strumpfwirker-Meister;tätigkeit;Q52316029;https://www-wikidata-org/wiki/Q52316029;1799;P585;;02-004;;
Ehe ich mich im Jahr 1754 auf die Universität Leipzig begab, um die Rechtsgelehrsamkeit zu studiren, besuchte ich in Herrnhut.;https://collections-mun-ca/digital/collection/nachrichten/id/23017/rec/11;NBG 1820;1820_schulz_Johann_Gottlieb-xml;Johann Gottfried schulz;Johann Gottfried Schulz;person;;Q130902239;https://www-wikidata-org/wiki/Q130902239;besuchte Bildungseinrichtung;P69;https://www-wikidata-org/wiki/Property:P69;Universität Leipzig;organisation;Q154804;https://www-wikidata-org/wiki/Q154804;1754;P585;;03-006;;
Ich wurde in der Oekonomie des Brüderhaufes angestellt und kam im folgenden Jahr zur Erlernung der sttelmacher.Profession, was ich mir schon früher gewünscht hatte.;https://collections-mun-ca/digital/collection/nachrichten/id/43965/rec/171;NBG 1847;1847_schmitt_J_H 11-08-18-xml;Johann Heinrich schmitt;Johann Heinrich Schmitt;person;;Q123456921;https://www-wikidata-org/wiki/Q123456921;besuchte Bildungseinrichtung;P69;https://www-wikidata-org/wiki/Property:P69;Sttelmacher-Profession;tätigkeit;Q2226291;https://www-wikidata-org/wiki/Q833418;;;;04-013;;
Da die Weberstühle im Brüdechause alle beseßt waren, so konnte ich auf meiner Profession nicht ankommen und mußte mich deswegen zum Holzmachen bequemen, wobei ich aber nur einen Tag blieb weil man bald bemerkte daß ich dazu zu schwach seil.;https://collections-mun-ca/digital/collection/nachrichten/id/19859/rec/104;NBG 1836;https://www.wikidata.org/wiki/Q123396429#;Johann Adolph Küster;Johann Adolph Küster;person;;Q122707229;https://www-wikidata-org/wiki/Q122707229;besuchte Bildungseinrichtung;P69;https://www-wikidata-org/wiki/Property:P69;Leinwandweber;tätigkeit;Q437512;https://www-wikidata-org/wiki/Q437512;;;;05-026;;
Es kam ihm dabei eine natürliche schüchternheit des Charakters, eine angeborne Nüchternheit und Verständigkeit und ein Hang zum Maßhalten in Allem zu Hülfe, so daß von gröbern Ausbrüchen kindlicher Unart hier eben fo wenig im Ganzen zu spüren war, als nachher, da er im Jahr 1816 ins Pädagogium verseßt war, von denen eines jugendlichen Uebermuths.;https://collections-mun-ca/digital/collection/nachrichten/id/73981/rec/186;NBG 1851;1851_Kölbing_Friedrich-xml;Friedrich Wilhelm Kölbing;Friedrich Wilhelm Kölbing;person;;Q21517694;https://www-wikidata-org/wiki/Q21517694;besuchte Bildungseinrichtung;P69;https://www-wikidata-org/wiki/Property:P69;Pädagogium;organisation;Q2120288;https://www-wikidata-org/wiki/Q2120288;1816;P585;;07-011;;
Wenn ich auch damals die ganze Größe meines Berufes noch nicht kannte, war er mir doch schon damals unbeschreiblich wichtig, und ich sagte dem Heiland bei meiner Aufnahme ins Knabenchor im september 1816 neue Treue zu, indem ich Ihn zugleich aufs angelegentlichfte um seine Hülfe und Kraft hat zu dem neuen Leben, das ich mir in aller Hinsicht fehr schwer vorstellte.;https://collections-mun-ca/digital/collection/nachrichten/id/73981/rec/186;NBG 1851;1851_Kölbing_Friedrich-xml;Friedrich Wilhelm Kölbing;Friedrich Wilhelm Kölbing;person;;Q21517694;https://www-wikidata-org/wiki/Q21517694;besuchte Bildungseinrichtung;P69;https://www-wikidata-org/wiki/Property:P69;Knabenchor;organisation;Q1776834;https://www-wikidata-org/wiki/Q1776834;09-1816;P585;;07-012;;
Diesen treuen Fleiß und das rege Intereffe nahm er auch in das seminarium nach Gnadenfeld mit, in welches er 1822 eintrat, wobei ihm besonders auch der persönliche Umgang des seligen Bruders Johannes Plitt, seines künftigen schwiegervaters und damaligen seminariums.Inspectors, an den er sich mit großer Liebe anschloß, förderlich war und die Liebe zu den theologischen studien in ihm weckte.;https://collections-mun-ca/digital/collection/nachrichten/id/73981/rec/186;NBG 1851;1851_Kölbing_Friedrich-xml;Friedrich Wilhelm Kölbing;Friedrich Wilhelm Kölbing;person;;Q21517694;https://www-wikidata-org/wiki/Q21517694;besuchte Bildungseinrichtung;P69;https://www-wikidata-org/wiki/Property:P69;Seminarium;organisation;Q233324;https://www-wikidata-org/wiki/Q233324;1822;P585;;07-016;;
Am 1 september 1822 trat ich mit mehreren meiner Kameraden ins Pädagogium ein, da es mein Wunsch war, mich dem Gemeindienst zu widmen.;https://collections-mun-ca/digital/collection/nachrichten/id/78136/rec/196;NBG 1861;1861_Kölbing_C_R-xml;Cart Rudolph Kölbing;Cart Rudolph Kölbing;person;;Q55853813;https://www-wikidata-org/wiki/Q55853813;besuchte Bildungseinrichtung;P69;https://www-wikidata-org/wiki/Property:P69;Pädagogium;organisation;Q2120288;https://www-wikidata-org/wiki/Q2120288;01-09-1822;P585;;13-005;;
"Im August desselben Jahres trat ich denn in das Pädagogium ein mit dem Vorsatz, meine Zeit gut anzuwenden und meinen Vorgeseßten zur Freude zu fein; ich war dabei ziemlich vergnügt, zumal da mich im Herbst desselben Jahres meine lieben Eltern von Königsfeld aus, wohin sie 1819 aus der schweiz gekommen waren, zum erstenmal nach einer Trennung von acht und einem halben Jahr besuchten.";https://collections-mun-ca/digital/collection/nachrichten/id/72097/rec/195;NBG 1860;1860_suhl_D_W-xml;Daniel Wilhelm suhl;Daniel Wilhelm Suhl;person;;Q123456940;https://www-wikidata-org/wiki/Q123456940;besuchte Bildungseinrichtung;P69;https://www-wikidata-org/wiki/Property:P69;Pädagogium;organisation;Q2120288;https://www-wikidata-org/wiki/Q2120288;08-1818;P585;;16-004;;
Eintritt ins seminarium, gehörte er immer zu den besten schülern in seinen Classen, in welchen er meist seinen Altersgenossen voraus war, und wurde von seinen Lehrern stets als ein braver und fleißiger schüler geschäßt und geliebt.;https://collections-mun-ca/digital/collection/nachrichten/id/72097/rec/195;NBG 1860;1860_suhl_D_W-xml;Daniel Wilhelm suhl;Daniel Wilhelm Suhl;person;;Q123456940;https://www-wikidata-org/wiki/Q123456940;besuchte Bildungseinrichtung;P69;https://www-wikidata-org/wiki/Property:P69;Seminarium;organisation;Q233324;https://www-wikidata-org/wiki/Q233324;1832;P585;;16-005;;
Meine Konfirmation im Jahre 1824 fiel in jene erste Zeit der Lehre, und dies schmälerte mir gar sehr den segen, den ich bei einer tnehr gefaßten Gemütsstunmung hätte haben können.;https://collections-mun-ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A-xml;Johann Adolf Bonatz;Johann Adolf Bonatz;person;;Q123396429;https://www-wikidata-org/wiki/Q123396429;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Konfirmation;event;Q214802;https://www-wikidata-org/wiki/Q214802;1824;P585;;01-049;;
In meinem 14ten Jahr wurde ich von einem der obgedachten Prediger confirmirt, und genaß dann zu Pfingsten zum ersten Mal das heilige Abendmahl mit Furcht und Zittern.;https://collections-mun-ca/digital/collection/nachrichten/id/68219/rec/191;NBG 1856;1856_Lemmerz_J-xml;Johannes Lemmerz;Johannes Friedrich Lemmerz;person;;Q123420358;https://www-wikidata-org/wiki/Q123420358;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Konfirmation;event;Q214802;https://www-wikidata-org/wiki/Q214802;1797;P585;;02-003;;
Den 11ten März 1781 wurde ich in die Gemeine aufgenommen und den 21sten April darauf am grünen Donnerstage gelangte ich zum erstmaligen Genuß des heiligen Abendsmahls als Mitglied der Gemeine.;https://collections-mun-ca/digital/collection/nachrichten/id/23017/rec/11;NBG 1820;1820_schulz_Johann_Gottlieb-xml;Johann Gottfried schulz;Johann Gottfried Schulz;person;;Q130902239;https://www-wikidata-org/wiki/Q130902239;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Abendmahl;event;Q66086;https://www-wikidata-org/wiki/Q66086;21-04-1781;P585;;03-030;;
Als ich 14 Jahr alt war wurde ich zum beiligen Abendmahl confirmirt.;https://collections-mun-ca/digital/collection/nachrichten/id/43965/rec/171;NBG 1847;1847_schmitt_J_H 11-08-18-xml;Johann Heinrich schmitt;Johann Heinrich Schmitt;person;;Q123456921;https://www-wikidata-org/wiki/Q123456921;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Konfirmation;event;Q214802;https://www-wikidata-org/wiki/Q214802;1779;P585;;04-003;;
Am 7. August 1796 wurde ich in die Gemeine aufgenommen und am 13. April 1797 gelangte ich zum erfimaligen Genuß des heiligen Abendmahls mit der Gemeine wobei sich mir der Heiland in seiner Liebe auf eine herzhinnehmende Weise offenbarte.;https://collections-mun-ca/digital/collection/nachrichten/id/19859/rec/104;NBG 1836;1836_Küster_Johann_Adolph-xml;Johann Adolph Küster;Johann Adolph Küster;person;;Q122707229;https://www-wikidata-org/wiki/Q122707229;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Abendmahl;event;Q66086;https://www-wikidata-org/wiki/Q66086;13-04-1797;P585;;05-030;;
Am Ostertag war die Confirmation, nachher Predigt, und dann wurde das heilige Abendmahl ausgetheilt.;https://collections-mun-ca/digital/collection/nachrichten/id/51042/rec/194;NBG 1859;1859_Fritsch_Johannes-xml;Johannes Fritsch;Johannes Fritsch;person;;Q123396697;https://www-wikidata-org/wiki/Q123396697;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Konfirmation;event;Q214802;https://www-wikidata-org/wiki/Q214802;;;;06-006;;
Nun ging ich einen sehr seligen, vergnügren Gang, wurde am 13 August Abendmabls.Candidat und am 13 November gelangte ich zum ersimaligen Genuß des beiligen Abendmahls.;https://collections-mun-ca/digital/collection/nachrichten/id/73981/rec/186;NBG 1851;1851_Kölbing_Friedrich-xml;Friedrich Wilhelm Kölbing;Friedrich Wilhelm Kölbing;person;;Q21517694;https://www-wikidata-org/wiki/Q21517694;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Abendmahl;event;Q66086;https://www-wikidata-org/wiki/Q66086;13-11-;P585;;07-014;;
In meinem 14ten Jahre genoß ich einen sorgfältigen Unterricht zu meiner Confirmation.;https://collections-mun-ca/digital/collection/nachrichten/id/73619/rec/197;NBG 1862;1862_schulz_J_B-xml;Juliana Barbara Schulz (Mackh);Juliana Barbara Schulz;person;;Q124744576;https://www-wikidata-org/wiki/Q124744576;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Konfirmation;event;Q214802;https://www-wikidata-org/wiki/Q214802;1794;P585;;08-006;;
Im Jahr 1790 wurde ich zum heil. Abendmahl eingesegnet, worauf ich mir Zittern den Leib und das Blut Jesu genoß.;https://collections-mun-ca/digital/collection/nachrichten/id/73097/rec/197;NBG 1862;1862_Lemmerz_A-xml;Agnes Lemmerz;Agnes Lemmerz;person;;Q115005136;https://www-wikidata-org/wiki/Q115005136;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Abendmahl;event;Q66086;https://www-wikidata-org/wiki/Q66086;1790;P585;;10-004;;
Am 18 April 1797 wurde ich in die Gemeine aufgenommen und am 13 August desselben Jahres gelangte ich zum Genus des heil. Abendsmahls.;https://collections-mun-ca/digital/collection/nachrichten/id/73097/rec/197;NBG 1862;1862_Lemmerz_A-xml;Agnes Lemmerz;Agnes Lemmerz;person;;Q115005136;https://www-wikidata-org/wiki/Q115005136;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Abendmahl;event;Q66086;https://www-wikidata-org/wiki/Q66086;13-08-1797;P585;;10-007;;
Am 8 sonntag nach Trinitatis wurde ich konformiert.;https://collections-mun-ca/digital/collection/nachrichten/id/2397/rec/224;NBG 1889;1889_Wedemann_J_F-xml;Johann Friedrich Wedemann;Johann Friedrich Wedemann;person;;Q123463682;https://www-wikidata-org/wiki/Q123463682;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Konfirmation;event;Q214802;https://www-wikidata-org/wiki/Q214802;;;;11-008;;
Am Gründonnerötag, wie auch am 13 August, gingen sie mit mir zum heil. Abendsmahl, und es war mir eine große Freude, daß wir diesen Genuß gemeinschaftlich haben konnten.;https://collections-mun-ca/digital/collection/nachrichten/id/2397/rec/224;NBG 1889;1889_Wedemann_J_F-xml;Johann Friedrich Wedemann;Johann Friedrich Wedemann;person;;Q123463682;https://www-wikidata-org/wiki/Q123463682;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Abendmahl;event;Q66086;https://www-wikidata-org/wiki/Q66086;13-08-;P585;ca;11-018;;
Nach meiner Aufnahme ging die Beförderung in den Gemeingnaden schnell von statten: denn schon am 27sten July desselben Jahres hatte ich die Gnade das heilige Abendmahl zum erstenmal mit der Gemeine zu genießen.;https://collections-mun-ca/digital/collection/nachrichten/id/30364/rec/67;NBG 1830;1830_Bonatz_J_G-xml;Johann Gottlieb Bonatz;Johann Gottlieb Bonatz;person;;Q115345946;https://www-wikidata-org/wiki/Q115345946;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Abendmahl;event;Q66086;https://www-wikidata-org/wiki/Q66086;27-07-1793;P585;;12-010;;
Am 11 April 1824 erneuerte ich meinen Taufbund und fühlte mich dabei versichert, daß der Heiland seine Hülfe zum Halten des Versprechens geben weide, und genoß am darauffolgenden Grün.Donenerstag das heil. Abendmahl;https://collections-mun-ca/digital/collection/nachrichten/id/78136/rec/196;NBG 1861;1861_Kölbing_C_R-xml;Cart Rudolph Kölbing;Cart Rudolph Kölbing;person;;Q55853813;https://www-wikidata-org/wiki/Q55853813;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Abendmahl;event;Q66086;https://www-wikidata-org/wiki/Q66086;15-04-1824;P585;;13-006;;
In Bethanien auf st.Jan in Westindien, wo meine Eltern: Ernst Krüger und Marie geb. Thorsen im Missionsdienst standen, wurde ich am 9 Mai 1817 geboren und einige Tage darauf in der heiligen Taufe dem Heiland zum ewigen Eigentum übergeben.;https://collections-mun-ca/digital/collection/nachrichten/id/21031/rec/219;NBG 1884;1884_stuhl_s_E-xml;Sophie Ernestina Suhl;Sophie Ernestina Suhl;person;;Q123495084;https://www-wikidata-org/wiki/Q123495084;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Taufe;event;Q35856;https://www-wikidata-org/wiki/Q35856;05-1817;P585;;14-002;;
Im Januar 1805 gelangte ich zum eriimaligen Genuß des heiligen Abendmahls mit der Gemeine, und es war mir himmlisch wohl dabei.;https://collections-mun-ca/digital/collection/nachrichten/id/45400/rec/182;NBG 1849;1849_Hoffman_Johannes_Friedrich-xml;Johannes Friedrich Hoffmann;Johannes Friedrich Hoffmann;person;;Q123419925;https://www-wikidata-org/wiki/Q123419925;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Abendmahl;event;Q66086;https://www-wikidata-org/wiki/Q66086;01-1805;P585;;18-006;;
Am 3. Juni schlug die Abschieds stunde, die Brüder staude und Freitag begleiteten uns auf das Dampfschiff, das uns am 6. Juni nach st. Kitts brachte.;https://collections.mun.ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C.xml;Johann Christian Breutel;Johann Christian Breutel;person;;Q21415674;https://www.wikidata.org/wiki/Q21415674;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Weg zum Missonsort (Westindien);weg;Q135902282;https://www-wikidata-org/wiki/Q135902282;;;;;;
Nach einer seereise von 12 Wochen kamen wir im März 1815 in der Kapstadt an, und reisten dann mit den Geschwistern Bonatz von Grünekloof nach Gnadenthal, . wo ich mich bald wie zu Hause fühlte.;https://collections.mun.ca/digital/collection/nachrichten/id/73097/rec/197;NBG 1862;1862_Lemmerz_A.xml;Agnes Lemmerz;Agnes Lemmerz;person;;Q115005136;https://www.wikidata.org/wiki/Q115005136;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Weg zum Missonsort (Südafrika);weg;Q135874728;https://www-wikidata-org/wiki/Q135874728;;;;;;
Am 23 Februar 1843 erreichten wir nach einer seefahrt von 16 Wochen mit dankerfüllten Herzen das Cap, und kamen am 19 März in Gnadenthal an, wo wir mit inniger Liebe von allen unsern künftigen Mitarbeitern empfangen wurden.;https://collections.mun.ca/digital/collection/nachrichten/id/78136/rec/196;NBG 1861;1861_Kölbing_C_R.xml;Cart Rudolph Kölbing;Bertha Kölbing;person;;Q123464538;https://www.wikidata.org/wiki/Q115005137;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Weg zum Missonsort (Südafrika);weg;Q135874728;https://www-wikidata-org/wiki/Q135874728;;;;;;
Gegen Ende des 12.kamen wir in der Capstadt an, und reisten dann bald nach Grönekloof, wo es uns fehr angenehm war, das Weihnachtsfeft mit der dortigen Hottentorren.Gemeine feiern zu können.;https://collections.mun.ca/digital/collection/nachrichten/id/45400/rec/182;NBG 1849;1849_Hoffman_Johannes_Friedrich.xml;Johannes Friedrich Hoffmann;Br. Hornig;person;;Q123419926;https://www.wikidata.org/wiki/Q115005138;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Weg zum Missonsort (Südafrika);weg;Q135874728;https://www-wikidata-org/wiki/Q135874728;;;;;;
Am 23 Februar 1843 erreichten wir nach einer seefahrt von 16 Wochen mit dankerfüllten Herzen das Cap, und kamen am 19 März in Gnadenthal an, wo wir mit inniger Liebe von allen unsern künftigen Mitarbeitern empfangen wurden.;https://collections.mun.ca/digital/collection/nachrichten/id/78136/rec/196;NBG 1861;1861_Kölbing_C_R.xml;Cart Rudolph Kölbing;Cart Rudolph Kölbing;person;;Q55853813;https://www.wikidata.org/wiki/Q115005139;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Weg zum Missonsort (Südafrika);weg;Q135874728;https://www-wikidata-org/wiki/Q135874728;;;;;;
Als wir am Nachmittag des 30 Decembers eine stunde vor Grönekloof anlangten, war uns die Hottentotten⸗Gemeine entgegen gekommen, die dem Herrn ihren Dank für unste glückliche Ankunft durch Anstimmung einiger Verse darbrachte.;https://collections.mun.ca/digital/collection/nachrichten/id/68219/rec/191;NBG 1856;1856_Lemmerz_J.xml;Johannes Lemmerz;Christian Ignatius Latrobe;person;;Q2965351;https://www.wikidata.org/wiki/Q115005140;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Weg zum Missonsort (Südafrika);weg;Q135874728;https://www-wikidata-org/wiki/Q135874728;;;;;;
Von einer Reise nach Mamre, um Geschwister Richter abzuholen, von der wir Erholung hofften, war er kränfer zurückgekehrt, manderlei Beschwerden stellten sich ein, vesonders ein bedenklicher Husten und Abnahme der Kräfte, was ihn auch nöthigte, sich, so schwer ihm dies auch wurde, von dem Halten der öffent lihen Verfammlungen mehr und mehr zurüdzus ziehen.;https://collections.mun.ca/digital/collection/nachrichten/id/72097/rec/195;NBG 1860;1860_suhl_D_W.xml;Daniel Wilhelm suhl;Daniel Wilhelm Suhl;person;;Q123456940;https://www.wikidata.org/wiki/Q115005141;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Weg zum Missonsort (Südafrika);weg;Q135874728;https://www-wikidata-org/wiki/Q135874728;;;;;;
Als wir am Nachmittag des 30 Decembers eine stunde vor Grönekloof anlangten, war uns die Hottentotten⸗Gemeine entgegen gekommen, die dem Herrn ihren Dank für unste glückliche Ankunft durch Anstimmung einiger Verse darbrachte.;https://collections.mun.ca/digital/collection/nachrichten/id/68219/rec/191;NBG 1856;1856_Lemmerz_J.xml;Johannes Lemmerz;Gottfried Clemens;person;;Q55123804;https://www.wikidata.org/wiki/Q115005142;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Weg zum Missonsort (Südafrika);weg;Q135874728;https://www-wikidata-org/wiki/Q135874728;;;;;;
Froh und dankbar für alles, was der Herr während der langen seereise von 15 Wochen und auch hier an ums gethan hatte, verließen wir die lieben Freunde in der Kapstadt und reisten nach Groenekloof.;https://collections.mun.ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A.xml;Johann Adolf Bonatz;Johann Adolf Bonatz;person;;Q123396429;https://www.wikidata.org/wiki/Q115005143;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Weg zum Missonsort (Südafrika);weg;Q135874728;https://www-wikidata-org/wiki/Q135874728;;;;;;
In Gnadenthal wo wir am 26sten eintrafen wurden wir von den damaligen Missionaren den Geschwistern Marsveld schwinn Kühnel Kohrhammer und Bonatz in herzlicher Liebe aufgenommen und des Abends der Gemeine vorgestellt.;https://collections.mun.ca/digital/collection/nachrichten/id/19859/rec/104;NBG 1836;1836_Küster_Johann_Adolph.xml;Johann Adolph Küster;Johann Adolph Küster;person;;Q122707229;https://www.wikidata.org/wiki/Q115005144;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Weg zum Missonsort (Südafrika);weg;Q135874728;https://www-wikidata-org/wiki/Q135874728;;;;;;
Unsere Abreise nach der Capstadt mußte bis auf den 17..07.aufgeschoben werden, Br. Franke war uns ein treuer, sehr lieber Begleiter.;https://collections.mun.ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C.xml;Johann Christian Breutel;Johann Christian Breutel;person;;Q21415674;https://www.wikidata.org/wiki/Q115005145;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Weg zum Missonsort (Südafrika);weg;Q135874728;https://www-wikidata-org/wiki/Q135874728;;;;;;
Im April 1859 verabschiedeten wir uns von den lieben Kranken und allen unsern Freunden auf der Insel und in der Kapstadt, wo wir uns mehrere Wochen aufhielten, und begaben uns sodann mit der lieben schwester suhl und den uns anvertrauten Kindern am 21 Mai an Bord des schiffes Wilhelmine.;https://collections.mun.ca/digital/collection/nachrichten/id/2397/rec/224;NBG 1889;1889_Wedemann_J_F.xml;Johann Friedrich Wedemann;Johann Friedrich Wedemann;person;;Q123463682;https://www.wikidata.org/wiki/Q115005146;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Weg zum Missonsort (Südafrika);weg;Q135874728;https://www-wikidata-org/wiki/Q135874728;;;;;;
Da Bruder schulz und ich nach Gnadenthal bestimmt waren, so brachte uns Bruder Bonaßt wieder nach der Capstadt zurück, von wo uns Br. Küster und swin abholten.;https://collections.mun.ca/digital/collection/nachrichten/id/51042/rec/194;NBG 1859;1859_Fritsch_Johannes.xml;;Johann Gottfried Schulz;person;;Q130902239;https://www.wikidata.org/wiki/Q115005147;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Weg zum Missonsort (Südafrika);weg;Q135874728;https://www-wikidata-org/wiki/Q135874728;;;;;;
Zu Folge unsers Rufes dem Heiland bey der Mission unter den Hottentotten zu dienen traten wir unsre Reise von Herrnhut aus am 13ten 09.an und gelangten über Copenhagen nach einer sechs monatlichen gefahrvollen seereise am 8ten Juny 1806 glücklich nach Gnadenthal.;https://collections.mun.ca/digital/collection/nachrichten/id/27861/rec/26;NBG 1823;1823_Bonatz_Johanna.xml;Johanna Dorothea Bonatz;Johann Gottlieb Bonatz;person;;Q115345946;https://www.wikidata.org/wiki/Q115005148;Schlüsselereignis;P793;https://www-wikidata-org/wiki/Property:P793;Weg zum Missonsort (Südafrika);weg;Q135874728;https://www-wikidata-org/wiki/Q135874728;;;;;;
